rand_point,fid,DN,SpRasterNA,slopeRaste,sg_date,sg__gdd_p2,sg__gdd_p1,pcp0708,pcp0607,pcp0506,MinT0708,MinT0607,MinT0506,MaxT0708,MaxT0607,MaxT0506,elevationR,DistanceRo,DistanceRi,aspectRast,X,Y
128,2,"0",2.00000,0.00343,136.19566,199.12321,0.27323,76.46818,72.40234,72.22580,10.78380,8.64588,3.93657,20.53460,19.02114,13.49295,58.03033,341.97812,8765.70801,5.10261,"691906","5465940"
129,2,"0",,0.02475,133.71121,177.50082,0.15930,94.87054,100.57446,104.73723,10.37281,8.29225,4.03911,19.84372,18.06354,13.47977,131.14581,12472.61621,3489.61450,4.47416,"656887","5295623"
130,2,"0",,0.00540,135.68298,177.48224,0.19684,106.88709,113.44234,113.86223,10.48800,8.42962,4.11548,18.79684,17.14944,12.84416,243.69072,11092.82324,20821.58398,0.84573,"594442","5287849"
131,2,"0",,0.00634,132.37206,183.55513,0.16713,102.09663,107.84286,109.35788,10.72252,8.72340,4.43107,19.82648,18.18432,13.75317,130.57915,13897.28418,1828.16992,3.82012,"617360","5296308"
132,2,"0",2.00000,0.04439,140.00031,207.43642,0.35302,95.23853,89.82613,81.58035,9.13582,7.53675,2.73806,20.07657,19.00434,13.60389,333.05844,3265.61963,14686.33301,5.36520,"484279","5433809"
133,2,"0",,0.03255,146.66937,181.64326,0.41478,106.11331,101.43641,89.64117,8.77065,6.96536,2.12043,17.29354,16.03320,10.89301,567.60919,14347.04395,14048.23047,3.44253,"451911","5499284"
134,2,"0",1.00000,0.00725,135.76529,162.52554,0.11052,93.71198,99.86834,106.70421,10.21212,7.97703,3.84134,18.95926,16.97680,12.45977,133.35129,2425.42749,31485.61914,3.05800,"672057","5258966"
135,2,"0",,0.00444,138.35371,190.39456,0.37719,103.86173,108.55686,103.25911,9.76168,7.90997,3.35884,19.27858,17.80590,13.09980,294.14777,24513.82617,21593.48438,2.43523,"532309","5322330"
136,2,"0",1.00000,0.00930,136.02876,154.60455,0.09091,89.43665,94.47841,105.80860,10.38840,8.04988,3.95170,18.28219,16.29983,12.00047,65.58312,2308.09082,40580.58203,4.98623,"640830","5231306"
137,2,"0",,0.10129,148.53871,176.34863,0.35203,107.41871,102.88966,90.72067,8.66574,6.80769,1.95829,16.67661,15.35534,10.27154,642.50293,8913.59570,7715.63428,5.58576,"447633","5516093"
138,2,"0",,0.00578,138.24565,186.67775,0.36976,104.56879,110.01158,104.51513,9.85245,7.96482,3.44051,19.12493,17.59461,12.94811,271.48517,26094.66602,23042.16211,2.61577,"528650","5316681"
139,2,"0",5.00000,0.02815,142.58284,193.79625,0.30392,95.35487,90.71793,82.14324,9.16623,7.34737,2.58177,19.06340,17.72233,12.33467,337.37570,3780.41406,4880.55615,4.50078,"486809","5501431"
140,2,"0",1.00000,0.01265,138.55482,209.09395,0.40366,95.96205,95.29050,87.59900,9.46862,7.84656,3.07815,20.38358,19.19173,13.94173,279.51691,641.56653,4450.12988,6.01076,"498315","5376137"
141,2,"0",,0.00528,140.67235,165.42838,0.18690,109.19599,117.64158,113.52415,9.81587,7.73425,3.32587,17.66246,15.91621,11.54586,355.81686,47006.49219,22365.51563,1.32559,"525707","5283140"
142,2,"0",2.00000,0.00893,136.24541,205.56482,0.34229,94.14733,94.96402,93.57265,9.77302,8.07487,3.41152,20.62414,19.38125,14.34210,255.33368,23539.91797,11710.33691,2.28236,"582512","5363636"
143,2,"0",,0.01446,139.22844,194.75926,0.33243,102.89961,106.62618,99.36403,9.52583,7.76193,3.13462,19.41679,18.02269,13.13028,335.06210,4060.02075,2312.31738,2.43303,"510494","5335202"
144,2,"0",1.00000,0.01136,147.71494,183.61522,0.54997,98.17629,93.89902,85.61095,8.70376,6.77737,1.95743,17.48629,16.07990,10.75266,515.79895,14044.12305,12878.45117,1.84192,"490508","5531353"
145,2,"0",3.00000,0.00455,137.92555,202.21666,0.30864,80.10705,76.56219,77.32262,10.09098,8.08253,3.25990,20.99348,19.48975,13.75016,22.73723,1076.37830,56792.48047,1.24970,"585742","5481475"
146,2,"0",1.00000,0.01042,140.64015,182.93588,0.28921,107.23847,113.21504,104.86848,9.49737,7.65360,3.08944,18.61410,17.08449,12.35127,370.61310,16278.79492,10604.46289,1.39284,"494073","5317197"
147,2,"0",3.00000,0.02240,138.35838,201.46358,0.32930,79.24758,75.82370,76.89598,10.16568,8.09300,3.26233,20.86064,19.31400,13.53409,44.28928,525.63660,55427.03516,3.36651,"592581","5484215"
148,2,"0",1.00000,0.04046,141.29720,199.76646,0.31710,101.50527,96.71324,87.11586,9.27779,7.63914,2.77639,19.07420,18.00948,12.82460,510.62686,4394.60107,8493.86035,5.81379,"448854","5418469"
149,2,"0",2.00000,0.01845,135.17488,204.07501,0.30024,76.90516,77.14256,81.38417,10.34366,8.35551,3.70017,21.15089,19.79102,14.35673,144.06192,2553.43872,29420.19141,1.93615,"695444","5410700"
150,2,"0",2.00000,0.02262,140.58099,200.56848,0.40298,101.56538,102.77526,94.59438,9.15794,7.49984,2.76318,19.49874,18.27147,13.15979,423.77396,17615.34570,3081.99292,5.36475,"495075","5357000"
151,2,"0",,0.00510,138.09674,177.23195,0.21845,106.08769,113.27206,108.20055,10.07124,8.07632,3.62519,18.66963,16.99627,12.51902,235.38603,39463.55469,25199.85742,4.11632,"526792","5301797"
152,2,"0",1.00000,0.02186,141.00314,179.29778,0.20705,107.38088,109.10250,99.47376,9.91149,7.98718,3.29869,18.05064,16.53481,11.87558,438.66214,3270.17334,38369.26172,5.94705,"383018","5328697"
153,2,"0",1.00000,0.00456,139.68660,143.98508,0.12245,97.64840,96.37642,98.09602,10.40775,7.83138,3.58926,17.28751,15.16437,10.92331,166.26163,9366.50098,107480.48438,0.84080,"739831","5225624"
154,2,"0",1.00000,0.02101,135.80574,192.82228,0.22322,94.41312,92.32252,84.94015,11.43207,9.43069,4.67776,19.07529,17.53149,12.82002,66.60030,2314.30444,89481.01563,1.18070,"353027","5385872"
155,2,"0",1.00000,0.01465,137.53976,148.41045,0.16761,87.13145,91.01159,103.18578,10.29590,7.87481,3.79146,17.67151,15.68811,11.51925,71.72421,901.79810,57012.45703,1.10317,"636012","5214619"
156,2,"0",1.00000,0.00853,146.28499,183.58670,0.38759,94.53823,90.33145,82.80297,8.99631,7.02296,2.22640,17.88999,16.40553,11.04630,409.32529,11434.66699,9314.02539,1.73852,"496283","5538174"
157,2,"0",3.00000,0.01061,137.71646,201.65910,0.31156,79.22361,75.74916,76.62360,10.21749,8.16198,3.34014,21.01714,19.46905,13.70999,,2381.76147,57577.84766,3.09958,"588420","5485821"
158,2,"0",1.00000,0.02964,137.05286,180.64436,0.14711,82.15942,82.61476,89.77670,10.33930,7.95783,3.56937,19.73524,17.98240,12.90301,111.45899,2210.70654,98172.61719,5.16912,"772771","5304856"
159,2,"0",2.00000,0.00735,135.15691,210.04082,0.24783,89.44479,89.82789,89.92652,10.00267,8.32354,3.62462,21.05931,19.83539,14.67005,215.32178,9738.72754,7871.27881,1.93750,"602019","5377887"
160,2,"0",1.00000,0.00887,135.83725,181.27235,0.07899,85.63713,81.41969,87.50191,10.51110,8.19030,3.75619,19.97151,18.22008,13.17223,128.42534,945.49280,132380.93750,1.68252,"783380","5266956"
161,2,"0",2.00000,0.01284,138.02875,201.91675,0.44272,78.16311,74.80331,75.82268,10.31522,8.20525,3.38083,20.95182,19.36944,13.57207,34.61552,1072.97168,55276.95313,1.32011,"597601","5486665"
162,2,"0",1.00000,0.00793,137.88199,174.14970,0.18851,91.90441,87.98703,95.37548,9.99517,7.63189,3.30025,19.48971,17.72939,12.68885,207.39691,8785.56348,149779.23438,3.16100,"793178","5241328"
163,2,"0",1.00000,0.04002,138.14381,205.97952,0.27602,98.28715,91.88538,81.06178,10.10698,8.39447,3.55566,19.86756,18.70809,13.49604,317.89081,57.48094,16581.17188,3.31916,"443877","5446030"
164,2,"0",1.00000,0.06924,136.06577,215.28763,0.33589,92.93066,87.49426,78.50455,10.12949,8.47753,3.68497,20.95547,19.79915,14.48973,183.98877,7760.47266,20468.73047,5.74186,"467733","5416027"
165,2,"0",1.00000,0.01583,134.60080,201.79514,0.22478,96.94680,92.51598,82.59016,11.52906,9.63675,4.76441,19.83809,18.44889,13.52946,50.84364,5721.07715,39357.00000,2.01345,"395329","5430875"
166,2,"0",1.00000,0.06290,139.66577,177.66560,0.19974,103.20581,104.74981,95.97968,10.41893,8.36018,3.68564,18.19098,16.54913,11.94713,333.20892,3176.43481,79990.60156,2.76026,"342477","5310475"
167,2,"0",2.00000,0.00716,135.10828,204.74046,0.27423,78.22890,78.24733,82.74157,10.32306,8.36408,3.68472,21.13002,19.81524,14.40771,164.55232,4359.72705,33028.81250,2.09504,"687331","5406944"
168,2,"0",1.00000,0.00458,139.13330,206.78734,0.39797,95.28543,94.86376,88.74952,9.25239,7.63444,2.87073,20.26626,19.08984,13.82155,355.34644,6386.39404,9337.62988,5.48290,"522024","5378098"
169,2,"0",1.00000,0.00726,135.57300,162.08374,0.16383,93.49689,99.66109,108.56426,10.21685,8.00061,3.89816,18.97998,17.01513,12.51174,105.87672,1042.82324,25377.66016,1.73225,"657726","5251684"
170,2,"0",,0.00907,141.36060,205.55006,0.37952,92.26363,88.19362,83.38480,8.71357,7.12359,2.30820,19.99581,18.91634,13.44590,446.61200,14932.39551,19819.32227,1.89577,"524012","5422091"
171,2,"0",1.00000,0.01935,137.54459,186.31493,0.20501,102.56763,102.99493,93.72009,10.56433,8.59050,3.91342,18.92716,17.35137,12.68913,246.81999,2517.77612,50359.45703,5.58089,"371342","5329001"
172,2,"0",1.00000,0.02672,140.35692,204.53430,0.34950,87.37457,82.49171,78.92785,9.08694,7.35946,2.58246,20.41031,19.15779,13.53952,307.17520,2256.03003,38832.95313,3.49200,"531413","5468023"
173,2,"0",1.00000,0.01867,148.42223,167.94954,0.35076,92.01289,87.03920,75.54998,9.33716,7.00943,2.32491,16.71418,14.90325,9.86779,163.76825,3549.40503,63321.41406,6.01653,"525692","5656679"
174,2,"0",2.00000,0.00775,136.08995,208.63216,0.29177,91.63184,91.83048,90.72608,9.79694,8.12875,3.42936,20.83552,19.61956,14.48067,261.69919,18128.02930,13557.67480,0.01895,"584117","5372327"
175,2,"0",1.00000,0.03619,147.75620,181.55159,0.36369,85.78877,82.25263,76.73111,9.11076,6.86613,2.11831,17.85862,16.09645,10.64731,235.49826,9302.08887,70817.96094,1.64979,"557736","5612331"
176,2,"0",1.00000,0.00859,142.97380,170.14844,0.31887,109.27300,112.39276,103.24165,9.70689,7.71561,3.06496,17.42375,15.81568,11.21910,506.33685,6505.75146,48462.38281,1.99592,"375526","5313971"
177,2,"0",1.00000,0.02780,135.01447,202.19279,0.26579,97.58539,93.34850,83.53986,11.42534,9.54796,4.67368,19.73153,18.36334,13.46511,86.24467,10022.02539,40815.18750,2.15393,"393408","5427348"
178,2,"0",2.00000,0.00314,134.57095,194.64261,0.18182,86.16275,88.50990,91.98986,10.03078,8.10814,3.63657,20.70371,19.20346,14.24793,175.61151,29663.91602,11795.70313,0.78866,"672706","5347048"
179,2,"0",1.00000,0.02390,147.35402,183.58559,0.41972,86.03763,82.16763,77.44540,9.11177,6.92220,2.17873,17.91811,16.18777,10.72249,249.99985,30902.73828,49191.11719,0.78278,"544925","5594747"
180,2,"0",3.00000,0.05608,137.22948,199.24484,0.28636,103.73630,102.94711,92.94074,10.35439,8.60303,3.78999,19.49108,18.22029,13.40653,276.60074,2037.46423,38005.14063,0.35225,"409784","5368854"
181,2,"0",1.00000,0.01138,144.48831,171.42587,0.20507,90.59155,84.02998,71.14165,10.33097,8.01040,3.22429,17.16845,15.31661,10.44178,23.36225,1407.04199,77583.56250,4.99125,"503631","5645902"
182,2,"0",1.00000,0.02785,137.33298,205.44427,0.27613,101.87750,98.37976,88.55564,10.32170,8.63749,3.73975,19.67848,18.54934,13.60131,314.89932,1748.80017,27095.57813,5.37232,"419293","5401375"
183,2,"0",1.00000,0.04357,140.70531,202.12537,0.44036,101.25017,99.01023,89.85828,9.24964,7.62942,2.80422,19.44577,18.33919,13.17384,416.34836,20462.07422,19463.90430,2.26223,"463433","5386401"
184,2,"0",2.00000,0.00116,136.72403,202.31448,0.27273,96.52225,97.91604,94.36845,9.73314,8.02165,3.36726,20.42439,19.13976,14.14536,246.24765,5055.79443,1236.34241,1.81447,"557671","5355389"
185,2,"0",,0.01915,142.53003,135.82779,0.13298,103.04388,100.66259,106.98133,9.75556,7.17626,3.15319,16.66475,14.46975,10.27637,155.87563,1626.04028,158021.04688,1.79702,"773822","5182467"
186,2,"0",2.00000,0.00734,134.20967,216.92885,0.27273,82.44118,81.41438,82.06635,10.30768,8.69496,3.88792,21.71073,20.51973,15.07202,135.42897,1849.37549,10548.30371,1.11208,"598999","5408135"
187,2,"0",1.00000,0.00605,146.74411,167.72408,0.31449,91.09653,85.76372,73.71244,9.73912,7.35980,2.68250,16.96360,15.08333,10.11376,57.62846,5604.28418,59252.48438,5.54568,"521560","5661183"
188,2,"0",1.00000,0.01118,141.07977,178.96091,0.18182,93.27416,88.11154,75.37791,10.75578,8.58922,3.72717,17.91728,16.23560,11.37667,50.46269,2674.24219,30984.71680,4.80386,"464499","5579961"
189,2,"0",,0.01243,141.44066,173.86920,0.21659,110.69830,118.24075,108.69781,9.57191,7.65778,3.14490,17.97472,16.30783,11.72228,398.85635,12780.54004,11204.99707,3.11969,"465297","5307964"
190,2,"0",,0.01228,138.93385,210.25490,0.31502,91.68603,87.03931,80.13163,9.21252,7.62235,2.83070,20.57926,19.47881,14.02085,308.08737,11758.11621,27155.72070,4.01637,"501646","5424946"
191,2,"0",2.00000,0.01910,139.88194,206.91476,0.39877,85.81673,80.80486,78.34502,9.12667,7.41945,2.62616,20.62653,19.39832,13.77980,257.32962,7397.23926,42040.90625,0.79868,"543230","5456545"
192,2,"0",3.00000,0.08404,145.81190,177.54495,0.34555,101.25898,96.97370,85.42104,9.35352,7.36516,2.52694,17.25418,15.76649,10.70059,363.29254,13172.04004,9221.65723,4.22877,"463105","5541432"
193,2,"0",1.00000,0.00988,136.15637,174.02621,0.09451,89.22862,85.09856,90.13440,10.35983,7.98181,3.62546,19.59315,17.75539,12.91869,83.01580,983.08405,116996.48438,5.08636,"767451","5268108"
194,2,"0",1.00000,0.01138,139.31458,200.99765,0.34327,103.47868,104.07167,94.05486,9.63598,7.94931,3.18865,19.47508,18.21476,13.22650,369.27911,3806.40845,5780.91992,4.06612,"450601","5359439"
195,2,"0",1.00000,0.01129,136.67873,208.35710,0.30775,98.33475,93.49136,84.18919,10.42857,8.73592,3.84850,20.04006,18.90264,13.85484,239.57391,2180.23828,15461.53125,3.27692,"429148","5409341"
196,2,"0",2.00000,0.03294,138.81950,204.96548,0.31099,81.97545,78.31239,78.59673,9.70515,7.82158,2.99487,20.81742,19.43603,13.71693,154.95663,1287.10718,45183.96875,5.63614,"577615","5470066"
197,2,"0",,0.00331,134.50580,178.06850,0.09091,94.65059,100.10592,104.04239,10.25437,8.17622,3.90151,19.75089,17.99020,13.38921,165.87262,15206.19434,7489.55371,2.31522,"662022","5298479"
198,2,"0",1.00000,0.03152,142.08963,195.35745,0.35972,90.17622,85.74279,79.70199,9.18177,7.33419,2.59935,19.59002,18.18362,12.64146,286.10849,4310.90332,9840.50098,0.57753,"505523","5503180"
199,2,"0",1.00000,0.01751,141.74269,180.21204,0.27099,109.65196,115.33903,105.36688,9.42381,7.58248,2.99186,18.21473,16.67542,11.96040,428.33801,7183.90527,16215.31543,2.16687,"457193","5318678"
200,2,"0",2.00000,0.01962,137.34604,208.31010,0.31402,80.76177,77.36470,78.53014,9.98009,8.16288,3.33396,21.11647,19.79767,14.10477,186.59303,7305.65723,27660.31445,2.53106,"593819","5452051"
201,2,"0",1.00000,0.01317,139.17043,204.28787,0.31029,99.14233,92.84005,82.03484,9.76560,8.08485,3.25638,19.67805,18.55247,13.31729,347.91779,3605.87646,12436.62598,5.83324,"448115","5447617"
202,2,"0",2.00000,0.00304,133.98792,214.83557,0.28235,84.27235,83.83592,84.26655,10.29697,8.66415,3.89829,21.62935,20.42275,15.07591,138.34175,6.68927,16649.87695,1.65356,"601104","5397225"
203,2,"0",2.00000,0.00791,133.02817,206.86848,0.26664,76.60621,77.44892,81.13448,10.41844,8.51040,3.91748,21.69063,20.30962,14.97209,22.96038,6903.47119,20869.97461,5.88553,"689780","5391623"
204,2,"0",3.00000,0.01587,138.08705,206.78882,0.27582,84.79606,80.02657,76.55107,9.44548,7.70989,2.95492,21.01152,19.71559,14.08594,135.21739,1802.85413,41383.33203,3.32863,"532824","5465930"
205,2,"0",1.00000,0.00681,140.06644,184.95348,0.19300,106.41335,112.18935,103.89097,9.56585,7.72896,3.16107,18.79547,17.27207,12.52353,342.82364,13838.49414,8420.92383,2.21943,"494115","5319482"
206,2,"0",,0.00615,151.80792,170.99803,0.32955,96.09123,91.62133,81.43655,8.59012,6.44218,1.66337,16.03706,14.42913,9.26513,492.58597,14876.53223,59285.19922,3.58234,"514664","5618234"
207,2,"0",5.00000,0.02305,137.23325,186.36357,0.13256,80.32286,80.20943,89.43351,10.65416,8.27325,3.80121,19.84946,18.12163,12.85952,123.99372,2821.57397,107090.10938,1.62796,"789808","5309483"
208,2,"0",2.00000,0.02197,136.36206,213.27148,0.33454,88.02854,87.02894,86.28882,9.76479,8.13965,3.37746,21.04564,19.87253,14.56754,267.66995,8124.89941,26966.93359,3.15438,"585605","5391641"
209,2,"0",5.00000,0.02402,136.72389,210.75940,0.31703,95.60982,88.92692,79.05702,10.44798,8.72564,3.87578,20.29760,19.12864,13.92071,245.20566,3317.34326,7629.45605,5.07557,"441509","5433697"
210,2,"0",2.00000,0.01204,143.00139,198.01564,0.39561,83.30862,79.76334,80.40424,9.42961,7.36409,2.53077,19.80719,18.20539,12.36380,113.79333,1503.16736,46267.79297,4.75716,"556467","5527005"
211,2,"0",2.00000,0.00571,134.15446,206.39659,0.30145,91.95988,93.24848,93.03356,10.14710,8.41832,3.79336,21.03253,19.74153,14.74009,182.09154,11838.74121,5658.26953,4.97882,"601382","5361795"
212,2,"0",1.00000,0.00852,148.36171,180.43622,0.36365,96.38419,92.08356,83.76416,8.82666,6.81475,1.99309,17.12547,15.63051,10.34328,494.01910,12403.19531,1218.00195,2.43246,"496779","5557347"
213,2,"0",1.00000,0.00825,144.36122,182.11214,0.25509,82.65017,79.05477,72.52796,9.59136,7.31179,2.57588,18.70873,16.88270,11.45585,32.85072,2231.11938,83143.65625,4.55062,"561793","5624273"
214,2,"0",1.00000,0.00350,150.00815,175.97020,0.34877,97.41948,93.06453,84.20004,8.66595,6.62974,1.80161,16.62736,15.12509,9.87470,551.28461,17967.51758,9543.21875,5.81386,"498742","5570520"
215,2,"0",2.00000,0.01858,136.81313,211.34500,0.32486,90.53155,84.52030,76.18834,9.69217,8.04523,3.32836,21.06795,19.87970,14.42176,126.76248,3293.19824,12408.51660,2.82949,"491020","5455984"
216,2,"0",2.00000,0.01861,134.89473,215.73253,0.28031,80.37959,78.27946,79.36606,10.30085,8.64167,3.80489,21.67136,20.44584,14.85767,126.73816,5494.06885,8179.87354,2.03865,"596336","5429865"
217,2,"0",1.00000,0.00531,137.77425,173.32889,0.14901,92.22673,88.38196,96.03286,10.02644,7.66078,3.36600,19.47553,17.67578,12.63322,189.29814,9245.75586,157594.56250,2.95897,"799763","5234292"
218,2,"0",2.00000,0.01068,134.36154,217.76985,0.35322,80.92657,78.63949,78.50434,10.24658,8.64069,3.82137,21.85731,20.65545,15.13416,105.00554,1028.97742,2409.78662,0.77380,"586143","5419312"
219,2,"0",2.00000,0.00894,136.57268,199.46162,0.45226,76.31783,72.78748,73.66067,10.69900,8.55803,3.85596,20.49233,18.97585,13.44835,75.89101,4126.83838,14994.22070,5.71525,"697234","5461448"
220,2,"0",2.00000,0.00326,136.51485,209.58606,0.37892,90.36451,84.75343,75.89778,9.91624,8.20337,3.50855,21.02526,19.74341,14.31174,80.20291,5429.40967,3073.43359,2.95970,"488077","5470569"
221,2,"0",2.00000,0.00866,136.05864,206.25410,0.26634,77.56547,73.95333,75.82237,10.50701,8.50571,3.72716,21.38400,19.90894,14.11638,86.00141,1474.35583,25790.99219,0.91914,"610556","5461776"
222,2,"0",1.00000,0.02055,145.59660,183.62207,0.42602,99.47620,95.12411,85.35426,8.99978,7.11123,2.29860,17.87664,16.49552,11.23990,444.38547,971.87231,5434.50635,2.46574,"476441","5519994"
223,2,"0",2.00000,0.00216,136.28787,204.46907,0.32252,95.66551,96.85689,94.12362,9.78736,8.07784,3.42608,20.55070,19.27579,14.28045,230.89981,6683.54590,1975.35779,3.21611,"566336","5356716"
224,2,"0",2.00000,0.00198,136.54420,214.01416,0.36812,86.66329,84.43994,82.56738,9.65431,8.05454,3.27240,21.19298,20.02787,14.64312,226.86145,8198.25000,18039.70703,2.50104,"570083","5398231"
225,2,"0",1.00000,0.00634,137.03090,161.23502,0.13528,94.83308,100.81796,106.23227,10.09342,7.84482,3.65992,18.67746,16.72964,12.23151,188.38504,6597.24561,34571.80078,1.08633,"676824","5266257"
226,2,"0",1.00000,0.00584,135.92639,180.88339,0.09205,86.48489,82.03470,87.93880,10.46304,8.13617,3.71635,19.94063,18.18010,13.16085,117.23380,1610.03772,131066.85938,5.01821,"780935","5265654"
227,2,"0",5.00000,0.01315,142.35922,198.08702,0.36847,87.41038,83.26262,80.35349,9.03262,7.17215,2.40021,19.81307,18.41509,12.72824,279.13998,3447.65186,28952.10156,3.68972,"530872","5496258"
228,2,"0",1.00000,0.00261,139.34976,204.44441,0.31034,100.68362,101.81916,92.80750,9.45625,7.79383,3.05704,19.84098,18.58230,13.47752,339.12027,11688.83691,2878.89258,4.08895,"482120","5358072"
229,2,"0",2.00000,0.00975,139.09642,198.43835,0.23635,101.69417,104.55154,96.80521,9.47514,7.75425,3.08815,19.62626,18.28386,13.29824,324.28726,8773.36914,12298.47266,3.32871,"504491","5342171"
230,2,"0",2.00000,0.02423,138.62901,210.83878,0.42952,91.15010,85.52393,78.28693,9.29448,7.68272,2.92167,20.69167,19.56353,14.08384,255.72421,7802.69092,18607.64844,5.93638,"499470","5443658"
231,2,"0",1.00000,0.01272,146.47896,181.32877,0.30765,101.35097,96.99259,86.54136,8.94576,7.04612,2.21852,17.49528,16.11228,10.91286,504.50162,2961.06128,7891.46484,1.09781,"471864","5523191"
232,2,"0",5.00000,0.00889,139.00060,207.62883,0.41547,95.71209,95.21933,88.35664,9.31225,7.69436,2.92796,20.28399,19.10369,13.83825,326.29639,9765.96680,3695.23462,5.39758,"511772","5377232"
233,2,"0",1.00000,0.01731,136.95380,214.08235,0.29914,91.36066,89.67348,82.66771,9.68375,8.07287,3.29621,21.01941,19.82484,14.46273,190.75047,1321.60156,1928.10706,5.58369,"507965","5390631"
234,2,"0",,0.01800,135.18103,173.91399,0.17379,95.02644,100.71141,105.02627,10.17291,8.06013,3.80545,19.48379,17.68445,13.10252,192.34329,9061.12891,11735.42871,5.51215,"665518","5293695"
