fid,id,SpRasterNA,slopeRaste,sg_date,sg__gdd_p2,sg__gdd_p1,pcp0708,pcp0607,pcp0506,MinT0708,MinT0607,MinT0506,MaxT0708,MaxT0607,MaxT0506,elevationR,DistanceRo,DistanceRi,aspectRast
"250","249",2.00000,0.02280,139.45024,190.05200,0.21609,75.13815,75.10237,82.31831,10.29831,7.88987,3.29795,19.85507,18.10194,12.58698,62.16509,1775.90051,55451.81250,5.57333
"251","250",1.00000,,133.72830,199.02441,0.15071,96.13728,93.82387,85.42128,11.52874,9.61322,4.81916,19.80712,18.36293,13.60403,15.71786,1287.76160,64499.66016,
"252","251",,,,,,,,,,,,,,,,30869.04492,126328.84375,
"253","252",1.00000,0.01011,137.72571,205.70021,0.27635,99.36603,94.28134,84.75995,10.26175,8.56418,3.67066,19.69707,18.56812,13.50931,332.89471,3352.43140,11028.37891,4.23128
"254","253",,,,,,,,,,,,,,,,34593.21484,128598.14844,
"255","254",,,,,,,,,,,,,,,,41916.36719,222240.06250,
"256","255",,0.02437,137.98378,189.24895,0.09926,99.14739,96.37593,82.77740,10.82638,8.82300,4.02504,19.06466,17.45966,12.53805,28.43179,3064.71069,15351.16211,5.80968
"257","256",,,,,,,,,,,,,,,,4082.83569,42033.57813,
"258","257",,,,,,,,,,,,,,,,212525.60938,290775.31250,
"259","258",,,,,,,,,,,,,,,,85946.25781,158070.82813,
"260","259",,,,,,,,,,,,,,,,29365.21094,173323.25000,
"261","260",,,,,,,,,,,,,,,,204973.76563,224143.03125,
"262","261",,,,,,,,,,,,,,,,48569.94531,143231.90625,
"263","262",,,,,,,,,,,,,,,,135407.06250,153694.06250,
"264","263",,,,,,,,,,,,,,,,45661.36719,141145.57813,
"265","264",,,,,,,,,,,,,,,,83905.70313,142159.98438,
"266","265",,,,,,,,,,,,,,,,4023.42065,27604.22852,
"267","266",3.00000,0.01719,132.18802,213.39673,0.27533,79.32174,79.74026,81.37923,10.94064,9.09669,4.35800,21.84388,20.54284,15.10014,24.21057,6717.09619,6079.69189,5.00943
"268","267",1.00000,0.02230,147.65623,182.47337,0.43882,95.60710,91.39139,83.81876,8.82324,6.83995,2.02828,17.50025,16.02400,10.67534,468.81570,7215.95801,3416.75146,1.83304
"269","268",,,,,,,,,,,,,,,,56070.89844,128293.63281,
"270","269",2.00000,0.01349,136.87538,212.02959,0.35711,91.39313,85.24654,76.40990,9.70560,8.05989,3.34822,21.00636,19.82357,14.38539,135.87759,887.30029,7942.47217,4.33171
"271","270",2.00000,0.00930,134.27658,212.86458,0.30457,78.67873,77.17979,79.87930,10.84341,8.98511,4.17987,21.53465,20.17114,14.52072,88.28375,3750.51563,7939.26172,3.39381
"272","271",,0.00317,135.68231,178.08475,0.11718,88.41004,92.31751,95.85197,9.98224,7.88499,3.52275,19.89264,18.15958,13.42259,181.95164,18437.16211,31754.94336,5.66421
"273","272",,,,,,,,,,,,,,,,17953.40039,173125.75000,
"274","273",,,,,,,,,,,,,,,,42813.68359,219992.56250,
"275","274",,,,,,,,,,,,,,,,6193.52197,53633.73828,
"276","275",,,,,,,,,,,,,,,,110502.13281,191615.09375,
"277","276",,,,,,,,,,,,,,,,102328.71875,191855.39063,
"278","277",,,,,,,,,,,,,,,,19007.73047,88252.92188,
"279","278",,,,,,,,,,,,,,,,15336.48828,71956.12500,
"280","279",,,,,,,,,,,,,,,,161405.84375,211248.64063,
"281","280",,,,,,,,,,,,,,,,31976.14258,55697.50391,
"282","281",,0.02668,142.54742,166.05878,0.19171,110.70492,115.75842,106.72964,9.77290,7.73748,3.17178,17.41389,15.67370,11.16526,427.48737,22502.03516,43198.29297,2.09593
"283","282",,,,,,,,,,,,,,,,35223.71094,100333.82031,
"284","283",,,,,,,,,,,,,,,,89920.68750,86367.64063,
"285","284",,,,,,,,,,,,,,,,165738.76563,198463.00000,
"286","285",1.00000,0.02285,139.06613,159.42815,0.06942,110.94342,119.91390,110.82532,10.39484,8.25091,3.87439,17.77043,15.70851,11.43032,180.80559,39797.92969,40249.53516,2.82116
"287","286",2.00000,0.00627,133.64354,209.91823,0.24561,79.18985,78.34546,80.52410,10.80861,8.87376,4.12585,21.44936,20.15102,14.67552,71.47386,635.20850,9490.79102,5.77822
"288","287",2.00000,0.00605,135.61761,197.47676,0.20456,83.11655,84.35836,88.70576,9.84897,7.94436,3.40885,20.74152,19.32363,14.20345,213.80302,11746.16895,4031.70947,5.15393
"289","288",,,,,,,,,,,,,,,,5728.34570,29653.68164,
"290","289",,,,,,,,,,,,,,,,10371.83691,63190.46094,
"291","290",,,,,,,,,,,,,,,,178525.96875,230742.37500,
"292","291",,,,,,,,,,,,,,,,39293.09766,79591.28906,
"293","292",,,,,,,,,,,,,,,,66195.50781,137260.25000,
"294","293",,,,,,,,,,,,,,,,104629.58594,157243.54688,
"295","294",,,,,,,,,,,,,,,,160165.50000,212216.06250,
"296","295",,,,,,,,,,,,,,,,124082.39844,170223.09375,
"297","296",3.00000,0.03184,144.41818,187.10347,0.31777,99.05594,94.53168,84.77185,9.04269,7.20375,2.40321,18.32129,16.98705,11.69756,431.72040,216.55501,7891.05664,2.43565
"298","297",,0.00219,138.27240,175.31117,0.09799,106.51794,113.54269,109.24513,10.01705,8.01097,3.56435,18.55833,16.90293,12.44616,278.19553,36600.01953,32251.72656,2.89496
"299","298",,0.02432,140.24451,165.78409,0.08471,109.97953,116.36231,107.32793,10.17449,8.08267,3.60840,17.81110,15.90701,11.50126,281.23901,28272.25977,42904.98047,2.71698
"300","299",,,,,,,,,,,,,,,,33269.43359,212696.48438,
"301","300",,,,,,,,,,,,,,,,22913.34375,90569.02344,
"302","301",,,,,,,,,,,,,,,,133138.28125,211718.76563,
"303","302",,,,,,,,,,,,,,,,21534.32422,50288.64063,
"304","303",,,,,,,,,,,,,,,,20070.48438,49441.11328,
"305","304",,,143.36308,193.96590,0.40968,78.61655,76.25458,76.55821,9.82223,7.54628,2.73940,19.54139,17.73254,11.94627,48.09978,22369.14258,64536.76172,
"306","305",,,,,,,,,,,,,,,,40109.23438,86576.85156,
"307","306",,,,,,,,,,,,,,,,191143.32813,215732.96875,
"308","307",,,,,,,,,,,,,,,,47761.81641,229797.84375,
"309","308",,,,,,,,,,,,,,,,106501.52344,160418.70313,
"310","309",,,,,,,,,,,,,,,,29146.86328,97594.43750,
"311","310",,,,,,,,,,,,,,,,74637.08594,123035.07031,
"312","311",,,,,,,,,,,,,,,,178463.21875,214011.64063,
"313","312",,,,,,,,,,,,,,,,3951.13672,131788.04688,
"314","313",1.00000,0.00893,144.45322,188.25729,0.34568,86.35474,82.24735,77.74699,9.32698,7.26793,2.54042,18.74375,17.09853,11.57919,114.20741,10398.65332,297.37024,1.53357
"315","314",,,,,,,,,,,,,,,,210770.68750,232261.85938,
"316","315",2.00000,0.00462,136.01062,196.39630,0.22164,72.45924,72.88472,78.46603,10.41575,8.22731,3.66286,20.93641,19.26079,13.73945,17.00495,4615.30371,20976.81055,6.15358
"317","316",,,,,,,,,,,,,,,,36948.57422,81526.26563,
"318","317",,,,,,,,,,,,,,,,111683.43750,188542.15625,
"319","318",1.00000,0.01338,141.16965,185.56537,0.28264,108.16917,109.62426,99.44443,9.62595,7.82848,3.09396,18.34523,16.98146,12.21027,467.26303,19533.04492,19630.60742,2.57536
"320","319",2.00000,0.01284,140.02090,184.75258,0.18998,106.78003,112.71986,103.54762,9.59931,7.76722,3.19539,18.79049,17.24766,12.49296,309.22726,16489.13477,7949.37402,5.77940
"321","320",,,,,,,,,,,,,,,,97386.66406,159590.82813,
"322","321",,,,,,,,,,,,,,,,159063.00000,210071.43750,
"323","322",2.00000,0.01000,136.19366,185.97015,0.17758,88.37946,91.27703,95.04520,9.81972,7.83303,3.39783,20.10492,18.53903,13.66725,250.91499,34370.09375,19867.36523,1.47118
"324","323",,,,,,,,,,,,,,,,34365.07813,140339.20313,
"325","324",,,150.72739,172.35130,0.07715,112.89109,106.30173,90.16763,7.88278,6.05836,1.38814,16.91766,15.22866,10.02730,322.99496,181266.65625,208372.68750,
"326","325",,,,,,,,,,,,,,,,85692.45313,166049.93750,
"327","326",,,,,,,,,,,,,,,,48821.81250,128865.09375,
"328","327",,,,,,,,,,,,,,,,150199.95313,202551.48438,
"329","328",,0.01003,141.61693,181.25249,0.25935,109.65546,113.84924,103.60728,9.49975,7.66725,3.02963,18.19555,16.70377,11.98663,432.84225,10902.26563,6403.49609,0.53975
"330","329",,,,,,,,,,,,,,,,121303.14844,173915.20313,
"331","330",,0.01413,131.91135,177.06581,0.07903,101.10685,108.05490,110.76080,11.02579,8.92231,4.69256,19.50779,17.73052,13.39735,75.12341,658.27997,5660.92773,1.70421
"332","331",3.00000,,133.79169,201.92960,0.10474,73.77512,75.08252,78.41183,10.49630,8.48110,3.90450,21.52394,20.03744,14.57676,18.44853,699.55182,18493.99609,
"333","332",,0.01100,133.94876,184.04759,0.16793,99.36430,104.44814,106.89747,10.34980,8.37134,4.04926,19.84630,18.23378,13.67748,180.82378,27117.91602,14913.23633,4.54769
"334","333",,,,,,,,,,,,,,,,21908.11523,89109.71094,
"335","334",,,,,,,,,,,,,,,,23121.92383,146512.70313,
"336","335",,,,,,,,,,,,,,,,41931.26172,145988.53125,
"337","336",,,,,,,,,,,,,,,,109181.74219,161115.98438,
"338","337",,,,,,,,,,,,,,,,171276.09375,232348.59375,
"339","338",,,,,,,,,,,,,,,,41909.92578,87524.87500,
"340","339",,,,,,,,,,,,,,,,22913.34375,90569.02344,
"341","340",1.00000,0.02742,137.19179,169.25645,0.12792,85.16779,89.03637,92.81609,9.93891,7.64763,3.29842,19.40325,17.48944,12.79509,138.10097,3544.65259,52269.67578,1.65000
"342","341",1.00000,0.01129,136.67873,208.35710,0.30775,98.33475,93.49136,84.18919,10.42857,8.73592,3.84850,20.04006,18.90264,13.85484,239.57391,2180.23828,15461.53125,3.27692
"343","342",,,131.42336,175.35513,0.08422,97.28158,104.10609,108.49257,11.00893,8.87222,4.66561,19.72515,17.88399,13.49054,,9242.75391,11677.32324,
"344","343",1.00000,0.01315,137.01431,148.49361,0.13556,86.93525,90.70045,102.35722,10.32600,7.91847,3.85582,17.79186,15.78830,11.62422,50.88715,497.13065,54571.77734,2.02789
"345","344",,,,,,,,,,,,,,,,3289.39014,36373.87109,
"346","345",2.00000,0.00292,137.18541,198.40079,0.19209,74.58607,71.85310,70.52697,10.94434,8.69507,3.91239,20.38135,18.78460,13.14612,21.33158,1364.53467,18822.33203,5.83381
"347","346",,,,,,,,,,,,,,,,175793.06250,252722.84375,
"348","347",,,,,,,,,,,,,,,,11420.86621,80728.01563,
"349","348",,,,,,,,,,,,,,,,110497.89844,160560.01563,
"350","349",,,,,,,,,,,,,,,,9263.34473,84967.53906,
"351","350",,,,,,,,,,,,,,,,20546.02148,55523.71484,
"352","351",1.00000,0.00607,134.81885,190.03015,0.14433,103.28385,107.35645,105.43522,10.23309,8.31483,3.84644,19.89184,18.40779,13.89616,191.61090,7254.36035,2855.92871,0.64697
"353","352",,,,,,,,,,,,,,,,22112.18555,88150.07813,
"354","353",,0.00048,133.98280,193.74213,0.12897,95.83286,99.15683,100.70255,10.19797,8.32311,3.87111,20.41252,18.95436,14.21509,204.67206,17796.09180,8154.56299,1.07188
"355","354",,,,,,,,,,,,,,,,77666.76563,157148.26563,
"356","355",,,,,,,,,,,,,,,,19815.56250,96905.15625,
"357","356",1.00000,0.03076,139.12474,177.05656,0.19492,108.28321,116.29363,107.15858,9.94920,8.01282,3.53779,18.49079,16.76549,12.21356,276.90680,26648.49414,2453.15405,4.26236
"358","357",,0.01383,149.79652,176.14981,0.40392,94.84467,90.47268,81.86133,8.78208,6.69977,1.88750,16.67943,15.12375,9.86991,495.67612,12574.60156,28248.10938,0.33166
"359","358",,0.00038,149.02414,171.58006,0.28414,83.41328,78.28305,72.75910,8.27161,6.04994,1.71024,17.44266,15.72959,10.31105,31.19351,8614.79102,53497.05078,0.36869
"360","359",,,135.79454,150.96953,0.00000,108.99712,122.66977,115.81145,11.06766,8.76918,4.57617,17.73564,15.42796,11.42452,,22488.14648,17564.47656,
"361","360",,,,,,,,,,,,,,,,24413.38281,31521.21484,
"362","361",,,,,,,,,,,,,,,,65311.50000,107050.32813,
"363","362",1.00000,0.00477,133.93265,202.12642,0.18912,96.72291,92.69175,83.09940,11.56667,9.68292,4.81808,19.95296,18.56921,13.68261,37.61654,13381.43066,40694.43359,3.21537
"364","363",,,,,,,,,,,,,,,,33469.09375,78456.49219,
"365","364",,,,,,,,,,,,,,,,131326.79688,149573.40625,
"366","365",1.00000,,138.96698,196.73055,0.43070,72.14944,71.11720,68.76077,11.03429,8.63931,3.79130,19.98432,18.27831,12.55721,13.00032,1038.71448,33813.90625,
"367","366",,0.01752,150.26468,166.61264,0.08614,111.78761,104.17379,86.62849,7.95322,5.98897,1.43739,17.07766,15.26504,10.01893,253.67693,122879.19531,148257.81250,1.64305
"368","367",,,,,,,,,,,,,,,,29225.94922,135599.03125,
"369","368",,,,,,,,,,,,,,,,2483.29443,23879.73633,
"370","369",,0.02068,151.18144,162.78702,0.14676,109.01523,102.70872,84.88030,7.78562,5.78079,1.29131,16.72704,14.91603,9.73449,274.74258,99033.31250,121597.28125,3.04640
"371","370",1.00000,0.00206,138.75560,138.60692,0.12999,101.41901,96.62409,101.27457,10.35636,7.74154,3.61179,17.29751,15.08957,10.99924,53.23102,821.28064,139716.64063,1.31049
"372","371",1.00000,,148.83141,173.65778,0.30408,85.52232,80.94450,75.74876,8.37821,6.15293,1.73397,17.47728,15.78284,10.34506,79.56206,11706.83789,58196.62109,
"373","372",1.00000,0.09633,142.38120,181.42996,0.22839,97.93553,94.10390,82.71957,9.98232,7.94989,3.12732,18.02336,16.45566,11.42415,159.52444,13733.91309,7813.00195,4.33614
"374","373",,,,,,,,,,,,,,,,124275.92188,134825.89063,
"375","374",,,,,,,,,,,,,,,,133035.64063,143746.57813,
"376","375",,,,,,,,,,,,,,,,88505.32031,133095.31250,
"377","376",,,,,,,,,,,,,,,,167969.39063,191292.12500,
"378","377",1.00000,0.00907,140.99323,187.31053,0.31689,73.89037,72.97910,80.12820,10.55447,7.97854,3.35502,19.31558,17.48844,11.91644,55.29028,1655.14600,63860.66016,5.57267
"379","378",,,,,,,,,,,,,,,,11891.90137,39270.69922,
"380","379",,,,,,,,,,,,,,,,15715.29785,56839.86719,
"381","380",,,,,,,,,,,,,,,,53569.21484,235134.40625,
"382","381",,0.01290,132.53619,175.24371,0.05599,96.65596,103.07950,108.16261,10.62253,8.52320,4.32096,19.74979,17.93111,13.43003,86.71057,18975.57031,3845.42798,4.64374
"383","382",,,,,,,,,,,,,,,,9998.43945,80218.58594,
"384","383",,,,,,,,,,,,,,,,66988.98438,88230.54688,
"385","384",,,,,,,,,,,,,,,,109975.85156,153514.54688,
"386","385",,,,,,,,,,,,,,,,48794.82422,155223.98438,
"387","386",,,,,,,,,,,,,,,,8767.80469,125766.62500,
"388","387",2.00000,0.01488,135.87366,206.46144,0.31823,83.47474,83.77265,87.43150,10.12418,8.28230,3.56558,20.87912,19.63687,14.30814,243.82196,12526.58496,16425.91797,5.57061
"389","388",1.00000,0.02455,138.46111,155.99991,0.01036,105.43578,112.13631,105.90709,10.74157,8.41183,4.00855,18.03781,15.74282,11.42942,83.31255,2258.00684,87597.60156,3.38134
"390","389",,,,,,,,,,,,,,,,59340.69141,103800.15625,
"391","390",,,,,,,,,,,,,,,,24456.33984,76439.14063,
"392","391",,,,,,,,,,,,,,,,94437.60156,129580.31250,
"393","392",2.00000,0.00723,134.35002,206.41563,0.25095,78.30132,76.00611,77.86676,10.77482,8.78420,4.06564,21.24098,19.88578,14.39851,51.36868,341.95776,6830.37842,5.97302
"394","393",1.00000,0.01898,135.47200,172.00258,0.09092,94.59710,100.33915,104.72285,10.16556,8.02758,3.78000,19.40893,17.58238,13.00677,178.51135,7958.94775,16126.44922,2.55933
"395","394",,,137.50601,191.97791,0.17265,76.52495,75.99249,86.48473,11.03151,8.59500,4.03848,19.87815,18.10632,12.63569,,1029.32996,104952.75781,
"396","395",,,,,,,,,,,,,,,,73059.36719,135157.43750,
"397","396",,,,,,,,,,,,,,,,107675.13281,150805.70313,
"398","397",,,,,,,,,,,,,,,,153701.75000,208702.43750,
"399","398",,0.01579,150.16466,155.41206,0.11928,103.19933,98.07925,80.38982,8.15620,6.03568,1.64187,16.49511,14.61910,9.69760,183.26633,59051.24219,85130.37500,1.19973
"400","399",,,,,,,,,,,,,,,,108526.85156,137851.29688,
"401","400",,,,,,,,,,,,,,,,116078.34375,161573.34375,
"402","401",,,,,,,,,,,,,,,,42467.00391,85444.26563,
"403","402",,,,,,,,,,,,,,,,111911.75000,199911.62500,
"404","403",,,,,,,,,,,,,,,,66080.49219,135576.64063,
"405","404",,,,,,,,,,,,,,,,8892.46680,40186.81641,
"406","405",,0.00577,141.31929,147.54071,0.14555,101.47231,98.10954,104.50047,9.64530,7.13883,3.02636,17.64097,15.59719,11.08126,183.91389,16120.02148,154874.06250,1.32268
"407","406",2.00000,0.01640,135.61766,214.48962,0.32762,81.16319,78.81175,79.76577,10.13449,8.47284,3.63514,21.48906,20.27568,14.69248,170.87631,5933.91406,8407.77148,2.01637
"408","407",,,,,,,,,,,,,,,,6353.11719,58736.82422,
"409","408",,,,,,,,,,,,,,,,132282.26563,148566.65625,
"410","409",,,,,,,,,,,,,,,,18081.08594,14713.00977,
"411","410",2.00000,0.00319,138.57753,207.27293,0.39638,94.64147,94.43226,88.70691,9.35704,7.73088,2.97859,20.40736,19.21171,13.96004,322.26309,1403.49377,14919.44922,3.32163
"412","411",,,,,,,,,,,,,,,,35136.77344,111857.73438,
"413","412",,,,,,,,,,,,,,,,20072.35352,60226.69141,
"414","413",,,,,,,,,,,,,,,,25496.71289,203760.71875,
"415","414",,,,,,,,,,,,,,,,40787.46094,111429.32813,
"416","415",,,,,,,,,,,,,,,,144530.70313,206789.76563,
"417","416",,,,,,,,,,,,,,,,146447.84375,193650.60938,
"418","417",2.00000,0.00630,136.16641,208.51526,0.24244,90.33907,90.38539,90.17377,9.79465,8.12786,3.41088,20.83331,19.63441,14.44611,283.15924,10218.46582,12765.40527,1.33805
"419","418",,0.01389,138.67917,165.66759,0.16326,107.26003,116.56214,112.34605,10.28301,8.14139,3.77703,17.97165,16.10398,11.81208,242.50751,49036.59375,20228.19531,3.64383
"420","419",,,,,,,,,,,,,,,,32926.94141,88924.79688,
"421","420",,,,,,,,,,,,,,,,17511.39844,50381.87500,
"422","421",,0.01670,146.54807,166.11035,0.09091,111.81293,102.81674,86.98679,8.77686,6.79657,2.27263,17.62961,15.68423,10.59243,114.67047,135704.70313,176055.76563,1.59447
"423","422",2.00000,0.00566,134.99208,198.70372,0.19483,91.42924,93.77094,96.01258,10.02432,8.18474,3.65694,20.57138,19.18490,14.25951,229.79915,27828.51953,6694.06689,5.53158
"424","423",,0.09149,139.79489,193.00656,0.26771,104.20033,101.49645,91.65897,10.20553,8.42991,3.55225,18.53782,17.31019,12.47755,428.34857,5104.08203,50153.75781,2.70250
"425","424",,,,,,,,,,,,,,,,113862.67188,126743.15625,
"426","425",3.00000,0.02020,136.46324,162.74535,0.14232,94.69135,100.79906,106.79624,10.12840,7.89683,3.72978,18.81681,16.86668,12.35627,186.92635,2368.37622,31438.43555,4.66668
"427","426",,,,,,,,,,,,,,,,105154.72656,168176.04688,
"428","427",,,,,,,,,,,,,,,,9137.97559,56138.37500,
"429","428",,,,,,,,,,,,,,,,39851.93750,33564.02734,
"430","429",,0.00976,145.74509,164.96082,0.13761,109.42838,99.87545,83.08617,8.73003,6.68544,2.16613,18.04481,16.10536,10.84436,50.30513,107333.66406,139491.32813,4.34322
"431","430",1.00000,0.01811,139.52693,142.45831,0.08755,95.51712,96.02494,96.72010,10.55806,7.97114,3.73386,17.08272,14.91928,10.73956,173.77599,5320.04346,97634.00000,5.76489
"432","431",,,,,,,,,,,,,,,,55618.73828,96895.47656,
"433","432",,0.00964,131.90952,178.95988,0.09091,101.46727,108.20570,108.22800,11.09602,8.97745,4.65697,19.58026,17.82083,13.54269,29.07264,9957.56738,13391.33105,6.13050
"434","433",,,,,,,,,,,,,,,,9648.26465,99316.95313,
"435","434",,,,,,,,,,,,,,,,38739.54688,61475.30469,
"436","435",,,,,,,,,,,,,,,,39938.98828,101733.60156,
"437","436",,,,,,,,,,,,,,,,19662.16602,113671.70313,
"438","437",,,,,,,,,,,,,,,,18452.14258,77432.88281,
"439","438",,,,,,,,,,,,,,,,30073.37109,65489.22266,
"440","439",,,,,,,,,,,,,,,,54086.75000,237713.15625,
"441","440",2.00000,0.00166,138.27711,204.82541,0.34407,94.38756,94.25048,90.32163,9.35850,7.71859,2.98552,20.37329,19.18089,13.98131,322.39246,20308.94727,9746.98633,4.77701
"442","441",,0.00141,137.55116,196.79747,0.18186,100.25139,103.14137,97.78803,9.70067,7.94064,3.31927,19.89471,18.53090,13.63861,271.64142,21443.04883,19977.79492,4.57128
"443","442",,,,,,,,,,,,,,,,61055.20313,136965.68750,
"444","443",1.00000,0.00599,140.98329,191.21474,0.36037,106.82539,110.10325,99.91982,9.41443,7.66443,2.98295,18.81320,17.42716,12.54718,413.62842,9460.12305,2435.41016,6.27735
"445","444",,,,,,,,,,,,,,,,32917.71484,88714.52344,
"446","445",2.00000,0.01490,135.72859,212.33711,0.31381,79.48508,76.84738,78.74372,10.37426,8.56390,3.74209,21.42801,20.09990,14.41646,135.71655,2330.04175,16078.93555,4.76670
"447","446",2.00000,0.01318,142.11713,202.71843,0.41109,93.42892,88.88377,83.63789,8.61293,7.01053,2.19467,19.73796,18.66369,13.18770,497.48535,20725.13672,29258.32227,2.47868
"448","447",,,,,,,,,,,,,,,,28240.57617,49292.68359,
"449","448",,,,,,,,,,,,,,,,69961.67969,128988.27344,
"450","449",,,,,,,,,,,,,,,,31853.54883,87130.07031,
"451","450",,0.02248,150.57492,159.05267,0.10417,105.63213,99.87443,82.11444,8.02775,5.94926,1.51948,16.62119,14.76509,9.73304,200.44196,73509.39063,98335.51563,2.35320
"452","451",,,,,,,,,,,,,,,,19342.60156,134205.59375,
"453","452",,0.01772,148.37708,170.38892,0.07873,110.72850,103.50056,88.34373,8.30315,6.44827,1.83391,17.38694,15.60991,10.46310,225.48059,172178.59375,208400.54688,2.29308
"454","453",2.00000,0.01809,139.61224,209.79068,0.44229,91.14239,87.54877,81.65699,9.07436,7.49283,2.68837,20.50496,19.40247,13.93897,335.37119,4232.90723,13680.33398,2.52561
"455","454",,,,,,,,,,,,,,,,103397.82813,100441.98438,
"456","455",,,,,,,,,,,,,,,,108695.99219,134088.46875,
"457","456",,,154.63637,156.36363,0.00000,,,,,,,,,,,5469.28760,84103.67969,
"458","457",,,,,,,,,,,,,,,,51828.31250,23966.16797,
"459","458",,,,,,,,,,,,,,,,16492.13477,69411.50000,
"460","459",,,,,,,,,,,,,,,,12928.32031,195363.40625,
"461","460",,,,,,,,,,,,,,,,34036.03125,210373.50000,
"462","461",1.00000,,134.20679,160.56657,0.06671,88.89499,94.05244,95.88731,10.82134,8.38375,4.13423,19.06350,16.96693,12.53621,,13814.15039,60395.85938,
"463","462",2.00000,0.02959,139.78824,174.97572,0.16257,109.22311,117.49958,108.21232,9.89181,7.94702,3.47801,18.30278,16.56422,12.03256,297.08856,22534.69531,1888.44397,1.74852
"464","463",,,,,,,,,,,,,,,,58202.07422,240942.85938,
"465","464",,,,,,,,,,,,,,,,53554.76563,136642.03125,
"466","465",3.00000,0.02203,140.84056,180.77110,0.25159,108.92123,115.11169,105.16993,9.56165,7.70900,3.14106,18.40149,16.82451,12.12504,366.48764,13254.51367,11408.74414,5.57857
"467","466",1.00000,0.00916,138.46162,162.19458,0.07310,103.77329,109.41403,102.92248,10.78634,8.47896,3.99865,18.17906,16.01709,11.61415,141.51793,3926.94775,93046.73438,3.92815
"468","467",,,,,,,,,,,,,,,,65013.58984,98004.41406,
"469","468",,0.02328,154.82294,153.22166,0.11874,99.45719,97.79292,81.03391,7.25347,5.13510,0.87760,15.70521,13.89357,8.91003,278.36716,49484.89063,55862.98828,6.03351
"470","469",,,,,,,,,,,,,,,,43053.02734,137748.90625,
"471","470",,,,,,,,,,,,,,,,81124.97656,118666.02344,
"472","471",,,141.18182,179.99684,0.09091,87.69763,82.16679,68.40418,10.73363,8.58183,3.76052,17.92893,16.24308,11.36020,8.34617,1632.90564,57851.14063,
"473","472",,,,,,,,,,,,,,,,15944.72266,93675.75781,
"474","473",,,,,,,,,,,,,,,,11128.53223,98398.53906,
